patent_id,patent_date,fields,forward5,Y,CTO,STO,PK,SK,TCT,MF,TS,NC,COL,INV,TKH,CKH,PKH,TTS,CTS,PTS,mean_conf_pro,mean_conf_anti,var_conf_pro,var_conf_anti,conf_gap_change,H_final,delta_H,cross_domain_support,cross_domain_attack,same_domain_support,same_domain_attack,acceptability_gap,fact_ratio_pro,fact_ratio_anti,final_prediction,prediction_volatility,final_pred_technology,final_pred_application,final_pred_user,final_pred_ecosystem,final_pred_businessmodel,total_rounds,term_unanimous,term_extended_debate,semantic_coherence
10683827,2020-06-16,01,0,0,0.625,0.75,4,17,2852.5,F02F1,2,18,1,7,29530,2150,27380,196109,15424,180685,0.7243,0.5667,0.001253,0.003889,-0.5657,0.8447,0.0792,9.0,11.0,2.0,3.0,9.0,2.5,0.0,1,0.6,1,1,1,1,1,1,1,0,0.6888
10683829,2020-06-16,13,0,0,0.6759002770083103,0.8587257617728532,26,0,7518.0,F02M21,4,4,0,2,99,2,97,12,0,12,0.7833,0.5,0.001111,0.0,-0.56,0.6995,0.1495,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.6943
10690028,2020-06-23,09,0,0,0.5,0.5,2,0,10167.5,G01M15,5,5,0,2,15685,324,15361,90296,2478,87818,0.7014,0.5813,0.002084,0.008086,0.445,0.9254,0.0585,9.2,10.8,3.8,1.2,5.8,0.5,0.0,0,0.16,1,0,0,0,1,5,0,1,0.7984
10690029,2020-06-23,08,0,0,0.4444444444444444,0.4444444444444444,3,0,3038.0,F01N3,5,18,0,6,17733,2232,15501,102958,16539,86419,0.795,0.0,0.002225,0.0,-0.09,0.6323,0.179,18.0,2.0,3.0,2.0,21.0,3.5,0.0,1,0.0,1,1,1,1,1,1,1,0,0.7478
10690038,2020-06-23,09,0,0,0.3399999999999998,0.7,10,2,2383.5,F01P3,5,4,0,2,1257,92,1165,7860,647,7213,0.65,0.5222,0.0,0.000617,0.395,0.9839,0.0132,6.0,14.0,2.0,3.0,-8.0,0.5,0.0,0,0.2,0,0,0,0,1,1,1,0,0.7129
10690044,2020-06-23,09,0,0,0.5714285714285714,0.6938775510204082,11,1,6335.0,F02B37,1,2,0,3,38262,378,37884,384788,2588,382200,0.7036,0.5687,0.001594,0.002148,0.15,0.981,-0.0943,10.4,9.6,2.8,2.2,10.8,0.8333,0.0,0,0.16,1,0,0,0,0,5,0,1,0.7996
10690046,2020-06-23,01,0,0,,,0,1,,F02B61,6,9,0,4,25498,948,24550,208219,9539,198680,0.65,0.5889,0.0,0.003765,0.5325,0.947,0.0311,14.0,6.0,3.0,2.0,-17.0,0.5,0.0,0,0.2,0,0,1,0,0,1,1,0,0.6719
10690049,2020-06-23,11,0,0,0.0,0.0,1,0,4193.0,F02D15,5,20,1,1,10643,990,9653,24308,1361,22947,0.773,0.0,0.000561,0.0,-0.046,0.7296,0.0817,16.0,4.0,4.0,1.0,20.0,1.5,0.0,1,0.0,1,1,1,1,1,1,1,0,0.751
10690062,2020-06-23,08,0,0,0.0,0.0,1,4,5292.0,F02D9,7,12,0,1,635,42,593,2280,100,2180,0.67,0.5633,0.0006,0.002822,0.01,0.9928,-0.0132,9.0,11.0,3.0,2.0,0.6667,0.5,0.0,0,0.4,0,0,0,0,0,3,0,1,0.8452
10690068,2020-06-23,13,0,0,,,0,1,,F02D41,2,13,0,5,50,12,38,0,0,0,0.7833,0.5,0.001111,0.0,-0.56,0.6995,0.1495,16.0,4.0,4.0,1.0,20.0,3.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7996
10690069,2020-06-23,13,0,0,0.4444444444444444,0.4444444444444444,3,3,12838.0,F02D41,4,20,0,6,635,41,594,2280,100,2180,0.7889,0.5,0.001543,0.0,-0.57,0.6771,0.1719,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7782
10690071,2020-06-23,01,0,0,0.654320987654321,0.8209876543209876,18,0,1641.5,F02D41,4,20,0,1,553,16,537,1214,27,1187,0.7833,0.5,0.001111,0.0,-0.56,0.6995,0.1495,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7782
10690092,2020-06-23,08,0,0,0.48,0.5599999999999999,5,0,2926.0,F02M26,3,20,0,1,7572,407,7165,73759,4099,69660,0.7778,0.5,0.000617,0.0,-0.55,0.7219,0.1271,14.0,6.0,4.0,1.0,18.0,2.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.6943
10697322,2020-06-30,09,1,0,0.382716049382716,0.6604938271604939,18,0,4641.0,F01D25,5,7,0,3,1347,6,1341,2881,9,2872,0.7,0.5563,0.0025,0.001523,0.0875,0.981,-0.0349,7.0,13.0,2.0,3.0,-1.0,1.0,0.0,0,0.0,0,0,1,0,0,1,1,0,0.705
10697353,2020-06-30,09,0,0,,,0,0,,F02B29,8,12,0,3,0,0,0,0,0,0,0.7633,0.5875,0.000389,0.001719,0.0633,0.8077,0.1081,8.0,12.0,2.0,3.0,10.0,1.0,0.0,1,0.4,1,0,1,1,1,1,1,0,0.6648
10697356,2020-06-30,09,4,0,0.3656509695290859,0.7922437673130194,20,3,7196.0,F02B33,6,21,0,2,826,202,624,4410,1360,3050,0.7786,0.5833,0.000612,0.002222,0.05,0.7644,0.1195,12.0,8.0,3.0,2.0,15.0,2.0,0.0,1,0.2,1,0,1,1,1,1,1,0,0.779
10697359,2020-06-30,09,0,0,0.4444444444444444,0.4444444444444444,3,0,3829.0,F02B37,14,15,0,1,167,35,132,200,24,176,0.7722,0.65,0.000617,0.0,0.6,0.7644,0.0469,16.0,4.0,4.0,1.0,20.0,2.5,0.0,1,0.2,1,1,1,0,1,1,1,0,0.7046
10697360,2020-06-30,09,0,0,,,0,0,,F02B37,2,10,0,1,12185,819,11366,143344,10346,132998,0.7471,0.6167,0.001192,0.002222,0.055,0.8357,0.0364,12.0,8.0,3.0,2.0,15.0,2.5,0.0,1,0.2,1,1,0,1,1,1,1,0,0.7055
10697361,2020-06-30,09,1,0,0.6666666666666667,0.6666666666666667,4,3,5719.0,F02B37,1,20,0,5,83,56,27,7,3,4,0.725,0.525,0.000625,0.0025,0.025,0.9748,-0.0257,12.0,8.0,2.0,3.0,-12.0,1.0,0.0,0,0.0,0,1,0,0,0,1,1,0,0.7278
10697364,2020-06-30,02,0,0,0.6666666666666667,0.6666666666666667,3,0,7168.0,F02B47,4,15,1,6,10676,992,9684,24423,1374,23049,0.7143,0.6,0.001224,0.005,0.1375,0.9024,-0.0288,12.0,8.0,3.0,2.0,15.0,1.5,0.0,1,0.2,1,0,1,1,1,1,1,0,0.7859
10697377,2020-06-30,09,0,0,0.62,0.6599999999999999,10,7,8267.0,F02D9,2,3,0,2,65,35,30,5,2,3,0.725,0.5375,0.003125,0.001719,0.0542,0.8788,0.0399,8.0,12.0,2.0,3.0,10.0,1.0,0.0,1,0.4,1,0,1,1,1,1,1,0,0.6877
10697379,2020-06-30,13,1,0,0.541914548404543,0.916170903190914,50,3,9492.0,F02D19,8,17,0,5,11,2,9,27,0,27,0.7444,0.65,0.003025,0.0,0.6175,0.8068,0.0291,14.0,6.0,4.0,1.0,18.0,0.5,0.0,1,0.2,1,0,1,1,1,1,1,0,0.731
10697381,2020-06-30,01,1,0,0.5625,0.78125,8,4,7556.5,F02D41,4,9,0,1,2076,115,1961,7784,285,7499,0.7543,0.5667,0.002253,0.003889,0.1175,0.8144,0.0709,12.0,8.0,3.0,2.0,15.0,1.5,0.0,1,0.2,1,0,1,1,1,1,1,0,0.708
10697382,2020-06-30,09,0,0,0.6399999999999999,0.72,5,5,5096.0,F02D41,4,9,0,5,65,35,30,5,2,3,0.7394,0.6121,0.001356,0.00256,0.0683,0.8652,0.0447,10.8,9.2,2.8,2.2,12.4,0.6667,0.0,1,0.12,1,0,1,0,1,5,0,1,0.7308
10697383,2020-06-30,08,0,0,0.5,0.5,2,4,5096.0,F02D41,8,9,0,2,1641,36,1605,1944,49,1895,0.7833,0.5,0.001111,0.0,-0.56,0.6995,0.1495,16.0,4.0,4.0,1.0,20.0,3.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7673
10697385,2020-06-30,09,0,0,,,0,0,,F02B37,2,11,1,3,10676,992,9684,24423,1374,23049,0.75,0.5722,0.0,0.002284,-0.4,0.9928,-0.0627,7.0,13.0,4.0,1.0,-7.0,0.5,0.0,0,0.2,0,0,0,0,0,1,1,0,0.7268
10697398,2020-06-30,13,3,0,0.4878048780487803,0.8947055324211779,48,3,9492.0,F02M17,10,64,0,6,11,2,9,27,0,27,0.7625,0.575,0.001094,0.005625,0.125,0.7962,0.0528,16.0,4.0,3.0,2.0,19.0,2.0,0.0,1,0.0,1,1,1,0,1,1,1,0,0.6762
10697401,2020-06-30,09,1,0,0.5,0.5,2,1,3496.5,F02M25,7,12,0,1,3,1,2,1,0,1,0.7133,0.5917,0.002111,0.002847,0.05,0.9181,-0.0445,11.6,8.4,3.2,1.8,13.2,0.8333,0.0,1,0.0,1,0,0,1,1,5,0,1,0.8116
10697418,2020-06-30,01,0,0,,,0,0,,F02D1,8,3,0,1,27487,2145,25342,183341,15447,167894,0.7722,0.8,0.000617,0.0,0.75,0.7219,0.0894,16.0,4.0,4.0,1.0,20.0,0.5,0.0,1,0.2,1,1,1,0,1,1,1,0,0.6956
10703356,2020-07-07,01,16,1,0.7948870392390012,0.8834720570749108,59,34,3454.5,B60W20,7,19,0,3,3,2,1,20,13,7,0.755,0.0,0.002725,0.0,-0.03,0.7598,0.0655,18.0,2.0,3.0,2.0,21.0,2.5,0.0,1,0.0,1,1,1,1,1,1,1,0,0.6475
10704457,2020-07-07,09,0,0,0.625,0.625,4,1,5495.0,F02B33,4,15,0,2,24092,1067,23025,177898,7576,170322,0.7063,0.575,0.001523,0.005625,-0.505,0.9024,-0.0288,12.0,8.0,4.0,1.0,14.0,1.5,0.0,1,0.4,1,1,1,1,1,1,1,0,0.6421
10704458,2020-07-07,09,0,0,0.4986149584487535,0.775623268698061,20,0,3829.0,F02B37,3,20,0,4,17863,2243,15620,103766,16614,87152,0.7722,0.5,0.000617,0.0,-0.54,0.7398,0.1092,16.0,4.0,4.0,1.0,20.0,2.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.6431
10704461,2020-07-07,09,3,0,0.71875,0.8125,8,1,3563.0,F02B37,2,7,0,4,84,57,27,7,3,4,0.785,0.0,0.001525,0.0,-0.07,0.6771,0.1342,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.0,1,1,1,1,1,1,1,0,0.6895
10704462,2020-07-07,08,0,0,,,0,0,,F02B37,3,7,0,1,38336,380,37956,385484,2595,382889,0.7062,0.5643,0.002148,0.001939,0.075,0.8818,0.0644,8.0,12.0,2.5,2.5,9.5,0.3333,0.0,1,0.3,1,0,1,1,1,2,0,1,0.7249
10704474,2020-07-07,08,0,0,0.0,0.0,1,1,2093.0,F02D41,3,42,0,3,380,24,356,282,9,273,0.7118,0.6,0.001626,0.002692,0.125,0.9341,-0.0663,11.0,9.0,2.8,2.2,12.2,1.1667,0.0,1,0.08,1,0,0,1,1,5,0,1,0.8068
10704475,2020-07-07,"08,09",0,0,0.0,0.0,1,1,9562.0,F02D41,3,20,0,2,463,14,449,745,3,742,0.65,0.5833,0.0,0.008889,0.52,0.9283,0.0439,12.0,8.0,4.0,1.0,-16.0,0.0,0.0,0,0.2,1,0,0,0,0,1,1,0,0.7157
10704476,2020-07-07,"08,09",0,0,0.0,0.4444444444444444,3,1,13440.0,F02D41,5,8,0,3,791,38,753,1009,43,966,0.775,0.5,0.001875,0.0,-0.54,0.7314,0.1554,12.0,8.0,3.0,2.0,15.0,2.5,0.0,1,0.4,1,1,1,1,1,1,1,0,0.7394
10704478,2020-07-07,08,4,0,0.2777777777777777,0.5,6,0,1071.0,F02D41,2,20,0,1,17863,2244,15619,103766,16614,87152,0.7688,0.575,0.001211,0.005625,-0.605,0.7538,0.1198,12.0,8.0,3.0,2.0,15.0,3.5,0.0,1,0.4,1,1,1,1,1,1,1,0,0.7132
10704479,2020-07-07,09,0,0,0.0,0.0,2,0,1162.0,F02D41,3,8,1,6,10708,998,9710,24582,1385,23197,0.7856,0.55,0.001558,0.0,-0.614,0.6883,0.1593,16.0,4.0,4.0,1.0,20.0,3.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7656
10704480,2020-07-07,08,4,0,0.5925925925925926,0.8641975308641976,9,2,11697.0,F02D41,7,8,0,5,3654,272,3382,41811,2880,38931,0.7889,0.5,0.001543,0.0,-0.57,0.6771,0.1719,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7236
10704481,2020-07-07,08,0,0,0.5,0.5,2,0,4165.0,F02M25,4,7,0,1,27545,2150,25395,183664,15471,168193,0.785,0.65,0.001075,0.0,-0.706,0.7072,0.1532,12.0,8.0,3.0,2.0,15.0,2.5,0.0,1,0.4,1,1,1,1,1,1,1,0,0.7078
10704483,2020-07-07,14,0,0,,,0,0,,F02D41,2,13,1,1,10708,998,9710,24582,1385,23197,0.775,0.575,0.000625,0.005625,-0.615,0.7398,0.1338,12.0,8.0,3.0,2.0,15.0,1.5,0.0,1,0.4,1,1,1,1,1,1,1,0,0.7358
10704504,2020-07-07,08,3,0,0.0,0.0,1,0,553.0,F02M26,2,20,0,3,14955,1220,13735,178934,5423,173511,0.75,0.625,0.00125,0.000625,-0.625,0.8035,0.0642,12.0,8.0,3.0,2.0,15.0,2.0,0.0,1,0.4,1,1,1,1,1,1,1,0,0.8379
10704506,2020-07-07,08,0,0,0.48,0.48,5,1,7448.0,F02D41,2,20,0,6,17863,2243,15620,103766,16614,87152,0.675,0.55,0.000625,0.003333,0.505,0.913,0.0798,3.0,17.0,1.0,4.0,-4.0,1.5,0.0,1,0.8,1,0,1,1,1,1,1,0,0.7503
10704593,2020-07-07,09,0,0,0.4444444444444444,0.6666666666666667,3,2,3780.0,F16C17,3,7,0,1,771,99,672,667,160,507,0.745,0.61,0.001225,0.0034,-0.5833,0.8074,0.0981,10.0,10.0,3.5,1.5,11.5,1.6667,0.0,1,0.3,1,1,1,1,1,2,0,1,0.7317
10710570,2020-07-14,01,0,0,0.8384,0.912,25,0,1295.0,B60W20,4,7,0,3,27607,2153,25454,183930,15491,168439,0.775,0.0,0.002125,0.0,-0.05,0.709,0.1023,17.0,3.0,3.0,2.0,20.0,2.5,0.0,1,0.0,1,1,1,1,1,1,1,0,0.6792
10710573,2020-07-14,01,0,0,,,0,1,,B60W20,4,8,0,2,27607,2153,25454,183930,15491,168439,0.0,0.56,0.0,0.0019,0.02,0.9899,-0.0117,10.0,10.0,2.0,3.0,-12.0,0.0,0.0,0,0.0,0,0,0,0,0,1,1,0,0.7643
10711654,2020-07-14,08,0,0,0.0,0.0,2,0,2163.0,F01L1,2,14,0,4,5141,97,5044,46909,772,46137,0.7333,0.575,0.002222,0.003125,0.125,0.8565,0.0607,8.0,12.0,2.0,3.0,10.0,3.0,0.0,1,0.4,1,0,1,1,1,1,1,0,0.6978
10711672,2020-07-14,08,1,0,0.7777777777777777,0.7777777777777777,6,0,3255.0,F01N3,6,19,0,4,17927,2247,15680,104176,16658,87518,0.7722,0.65,0.000617,0.0,0.6,0.7644,0.0469,16.0,4.0,4.0,1.0,20.0,4.0,0.0,1,0.2,1,1,1,0,1,1,1,0,0.6671
10711689,2020-07-14,"08,09",0,0,,,0,2,,F02B37,4,7,0,4,25574,952,24622,209251,9569,199682,0.7288,0.6,0.000911,0.0025,-0.566,0.8571,0.0151,12.0,8.0,3.0,2.0,15.0,1.0,0.0,1,0.4,1,1,1,1,1,1,1,0,0.7131
10711710,2020-07-14,08,0,0,0.691358024691358,0.7160493827160495,9,0,6678.0,F02D41,2,13,0,3,8,1,7,1,0,1,0.7089,0.5591,0.00341,0.010826,0.3975,0.8537,0.1331,9.3333,10.6667,3.3333,1.6667,1.3333,0.0,0.0,1,0.2667,1,0,1,1,1,3,0,1,0.7463
10711712,2020-07-14,09,0,0,0.7045660397463902,0.9418722361340508,142,143,5096.0,F02D41,9,32,0,3,6585,106,6479,186605,1950,184655,0.7778,0.5,0.000617,0.0,-0.55,0.7219,0.1271,16.0,4.0,4.0,1.0,20.0,3.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.729
10711714,2020-07-14,08,1,0,0.0,0.0,1,0,6503.0,F02D41,2,15,0,3,305,40,265,1496,261,1235,0.7889,0.65,0.002099,0.0,0.5625,0.6971,0.1142,18.0,2.0,2.0,3.0,20.0,3.5,0.0,1,0.2,1,1,0,1,1,1,1,0,0.6044
10711723,2020-07-14,13,4,0,0.72,0.7999999999999999,5,4,7637.0,F02D41,4,27,0,4,831,203,628,4423,1366,3057,0.7833,0.5,0.001111,0.0,-0.56,0.6995,0.1495,16.0,4.0,4.0,1.0,20.0,2.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.8187
10711729,2020-07-14,06,1,0,0.6942148760330579,0.8760330578512396,11,3,2163.0,F02D41,3,15,0,2,17927,2247,15680,104176,16658,87518,0.7833,0.5,0.001111,0.0,-0.56,0.6995,0.1495,16.0,4.0,4.0,1.0,20.0,4.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.6925
10711740,2020-07-14,"01,09",0,0,0.5599999999999999,0.72,7,1,3206.0,F02M31,7,3,0,3,563,48,515,3250,443,2807,0.7778,0.5,0.000617,0.0,-0.55,0.7219,0.1271,16.0,4.0,4.0,1.0,20.0,4.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7744
10711756,2020-07-14,01,2,0,0.6666666666666667,0.6666666666666667,3,0,959.0,F02N11,2,20,0,2,17927,2248,15679,104176,16658,87518,0.7889,0.5,0.001543,0.0,-0.57,0.6771,0.1719,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7369
10717541,2020-07-21,01,0,0,0.8209876543209876,0.9012345679012346,20,4,10528.0,F01M1,7,20,0,7,15,4,11,21,1,20,0.67,0.5714,0.0017,0.002755,0.0475,0.9308,0.0037,9.0,11.0,2.5,2.5,8.5,0.3333,0.0,1,0.3,1,0,1,1,1,2,0,1,0.7741
10718254,2020-07-21,01,0,0,0.6399999999999999,0.72,7,2,952.0,F01P3,2,20,0,1,1318,49,1269,6388,21,6367,0.6833,0.5458,0.002222,0.001858,0.3425,0.9521,0.0436,9.5,10.5,2.5,2.5,-3.0,1.0,0.0,0,0.3,0,1,0,0,0,2,0,1,0.7977
10718259,2020-07-21,09,0,0,0.2777777777777777,0.5,6,0,1855.0,F02B37,3,19,0,3,17958,2252,15706,104409,16683,87726,0.7778,0.7,0.001173,0.0,0.6375,0.7314,0.0799,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.2,1,1,1,0,1,1,1,0,0.719
10718260,2020-07-21,09,3,0,0.0,0.0,1,0,2261.0,F02B37,5,4,0,1,27640,2157,25483,184112,15501,168611,0.6875,0.5714,0.001719,0.004898,0.15,0.913,0.0229,10.5,9.5,3.5,1.5,4.0,1.0,0.0,1,0.3,1,0,1,1,1,2,0,1,0.7087
10718276,2020-07-21,11,0,0,0.6122448979591837,0.8163265306122449,7,0,6167.0,F02D15,8,4,0,4,27640,2157,25483,184112,15501,168611,0.7812,0.55,0.000586,0.0,-0.6,0.7219,0.1619,12.0,8.0,3.0,2.0,15.0,4.0,0.0,1,0.4,1,1,1,1,1,1,1,0,0.6527
10718285,2020-07-21,08,0,0,0.0,0.0,1,1,5943.0,F02D41,2,20,0,1,4137,25,4112,31572,419,31153,0.8,0.5,0.002222,0.0,-0.59,0.6323,0.2168,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7209
10718289,2020-07-21,14,2,0,0.7107438016528926,0.8429752066115703,11,1,1554.0,F02M7,4,10,0,4,17958,2252,15706,104409,16683,87726,0.7856,0.6,0.001225,0.0,-0.664,0.6911,0.1521,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.73
10718298,2020-07-21,08,0,0,,,0,0,,F02M26,2,4,0,4,27640,2157,25483,184112,15501,168611,0.7611,0.7,0.000988,0.0,0.675,0.7857,0.0256,16.0,4.0,3.0,2.0,19.0,4.0,0.0,1,0.2,1,1,1,0,1,1,1,0,0.677
10724450,2020-07-28,09,0,0,0.5066666666666667,0.5066666666666667,15,0,7329.0,F02D41,8,17,0,1,0,0,0,0,0,0,0.7357,0.65,0.001224,0.0,0.025,0.86,0.0004,12.0,8.0,3.0,2.0,15.0,2.5,0.0,1,0.2,1,0,1,1,1,1,1,0,0.742
10724451,2020-07-28,08,0,0,0.8086734693877551,0.9183673469387756,28,1,7539.0,F02D41,2,18,0,3,96,15,81,265,74,191,0.78,0.0,0.0026,0.0,-0.06,0.6865,0.1247,19.0,1.0,2.0,3.0,21.0,2.0,0.0,1,0.0,1,1,1,1,1,1,1,0,0.6672
10724452,2020-07-28,08,0,0,0.6938775510204082,0.6938775510204082,8,2,6468.0,F02D41,3,22,0,6,837,205,632,4438,1370,3068,0.7333,0.5375,0.002222,0.004219,-0.0625,0.8557,0.0696,8.0,12.0,3.0,2.0,5.0,1.0,0.0,1,0.4,1,0,1,1,1,1,1,0,0.7168
10724453,2020-07-28,08,0,0,0.48,0.6399999999999999,5,0,7560.0,F02D41,2,12,1,1,10795,1004,9791,24881,1400,23481,0.75,0.5889,0.0,0.002099,-0.4325,0.981,-0.0524,11.0,9.0,2.0,3.0,-7.0,0.5,0.0,0,0.2,0,0,0,0,0,1,1,0,0.6789
10724456,2020-07-28,01,0,0,0.7901234567901234,0.7901234567901234,9,0,3948.0,F02D41,5,7,0,8,27696,2161,25535,184293,15517,168776,0.6917,0.5625,0.002014,0.004219,-0.4925,0.899,0.0443,4.0,16.0,2.0,3.0,4.0,0.5,0.0,1,0.8,1,1,1,1,1,1,1,0,0.6838
10724459,2020-07-28,01,0,0,0.7654320987654322,0.8888888888888888,9,0,4795.0,F02D41,2,15,0,4,25613,953,24660,209833,9580,200253,0.7812,0.5,0.001211,0.0,-0.55,0.7174,0.1694,12.0,8.0,3.0,2.0,15.0,1.5,0.0,1,0.4,1,1,1,1,1,1,1,0,0.7581
10724494,2020-07-28,"08,09",0,0,0.0,0.0,3,3,13020.0,F02P5,3,18,0,3,17,1,16,0,0,0,0.7625,0.575,0.001719,0.000625,-0.6217,0.7538,0.1397,12.0,8.0,3.0,2.0,15.0,1.0,0.0,1,0.4,1,1,1,1,1,1,1,0,0.7236
10724533,2020-07-28,09,0,0,0.7654320987654322,0.7901234567901234,9,0,1722.0,F04D29,7,22,0,2,2276,475,1801,19840,2049,17791,0.71,0.5,0.0014,0.0,0.05,0.9016,0.0607,6.0,14.0,2.0,3.0,0.0,1.0,0.0,1,0.6,1,0,1,1,1,1,1,0,0.6644
10730387,2020-08-04,07,1,0,0.6031746031746033,0.8208616780045351,21,3,5054.0,B60K6,2,12,0,1,2107,117,1990,7984,287,7697,0.7722,0.65,0.000617,0.0,0.6,0.7644,0.0469,16.0,4.0,3.0,2.0,19.0,2.0,0.0,1,0.2,1,0,1,1,1,1,1,0,0.7315
10731531,2020-08-04,01,0,0,0.0,0.0,1,0,5999.0,F01N3,4,10,0,10,27741,2165,25576,184524,15528,168996,0.775,0.0,0.000625,0.0,-0.05,0.7219,0.0894,16.0,4.0,4.0,1.0,20.0,2.5,0.0,1,0.0,1,1,1,1,1,1,1,0,0.6795
10731547,2020-08-04,09,0,0,0.5,0.5,6,2,2352.0,F02B37,2,5,0,3,3669,273,3396,41919,2886,39033,0.7889,0.5,0.001543,0.0,-0.57,0.6771,0.1719,16.0,4.0,4.0,1.0,20.0,2.5,0.0,1,0.2,1,1,1,1,1,1,1,0,0.6708
10731548,2020-08-04,09,0,0,0.0,0.0,1,0,7791.0,F02B39,6,5,0,1,27741,2165,25576,184524,15528,168996,0.7571,0.55,0.00102,0.001667,-0.56,0.7895,0.1277,8.0,12.0,2.0,3.0,10.0,1.5,0.0,1,0.6,1,1,1,1,1,1,1,0,0.7506
10731550,2020-08-04,01,1,0,0.0,0.0,2,1,2562.0,F02B63,3,12,0,1,26,0,26,25,0,25,0.6917,0.5625,0.002014,0.000469,-0.4925,0.899,0.0532,4.0,16.0,1.0,4.0,5.0,0.5,0.0,1,0.8,1,1,1,1,1,1,1,0,0.7414
10731554,2020-08-04,09,0,0,0.6049382716049383,0.8827160493827161,23,7,6380.5,F02C3,7,19,0,1,1500,26,1474,12150,400,11750,0.7833,0.5955,0.001111,0.002934,0.025,0.9151,-0.0298,11.0,9.0,2.3333,2.6667,9.3333,1.5,0.0,0,0.1333,0,0,0,0,1,3,0,1,0.8114
10731572,2020-08-04,08,0,0,0.5,0.5,2,1,3132.5,F02D9,6,6,0,2,440,9,431,1576,11,1565,0.7,0.55,0.00125,0.01,-0.025,0.9748,-0.0058,8.5,11.5,4.0,1.0,-5.5,0.6667,0.0,0,0.2,0,0,1,0,0,2,0,1,0.734
10731573,2020-08-04,08,1,0,0.748046875,0.85546875,32,4,1865.5,F02D13,8,20,0,4,18060,2260,15800,104914,16729,88185,0.7722,0.5,0.001728,0.0,-0.54,0.7314,0.1176,16.0,4.0,3.0,2.0,15.0,2.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.6942
10731576,2020-08-04,08,0,0,0.6399999999999999,0.72,6,0,4137.0,F02D41,4,5,0,1,27741,2165,25576,184524,15528,168996,0.7,0.5444,0.0,0.002469,0.39,0.9676,0.0178,9.0,11.0,3.0,2.0,-12.0,0.5,0.0,0,0.2,0,0,1,0,0,1,1,0,0.6082
10731577,2020-08-04,09,2,0,0.0,0.6666666666666667,3,4,1127.0,F02D41,5,18,0,2,18060,2260,15800,104914,16729,88185,0.765,0.0,0.001025,0.0,-0.05,0.7398,0.0855,16.0,4.0,4.0,1.0,20.0,1.5,0.0,1,0.0,1,1,1,1,1,1,1,0,0.718
10731587,2020-08-04,"08,09",3,0,0.4444444444444444,0.6666666666666667,3,2,6020.0,G01M15,4,20,0,3,18060,2260,15800,104914,16729,88185,0.78,0.0,0.0011,0.0,-0.06,0.6995,0.1118,17.0,3.0,4.0,1.0,21.0,2.5,0.0,1,0.0,1,1,1,1,1,1,1,0,0.667
10737578,2020-08-11,01,3,0,0.7592592592592593,0.7716049382716049,18,2,3192.0,B60L1,11,16,0,2,49,2,47,2,0,2,0.7733,0.65,0.000578,0.0,-0.692,0.7366,0.0993,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.2,1,1,1,1,1,1,1,0,0.7255
10737582,2020-08-11,07,1,0,0.0,0.0,1,0,1603.0,B60L53,8,14,0,1,27793,2171,25622,184722,15542,169180,0.777,0.0,0.000761,0.0,-0.054,0.7136,0.0977,16.0,4.0,4.0,1.0,20.0,2.0,0.0,1,0.0,1,1,1,1,1,1,1,0,0.7178
10737640,2020-08-11,01,0,0,0.7100591715976332,0.8047337278106509,13,0,5656.0,B60R13,3,10,0,1,27793,2171,25622,184722,15542,169180,0.6625,0.5682,0.000469,0.009669,0.435,0.9693,0.0293,9.5,10.5,2.5,2.5,-7.0,0.6667,0.0,0,0.5,0,0,0,0,1,2,0,1,0.6787
10737684,2020-08-11,07,5,0,0.6666666666666667,0.6666666666666667,3,1,1190.0,B60W20,3,15,0,3,24173,1070,23103,179594,7607,171987,0.765,0.0,0.002525,0.0,-0.03,0.7408,0.0704,15.0,5.0,4.0,1.0,19.0,2.5,0.0,1,0.0,1,1,1,1,1,1,1,0,0.7191
